time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
13:49:28.812,0.00302600860596,0.00149202346802,-0.0337898731232,-0.0337898731232,0.00106526445597,0.00133158056997,-0.00213052891195,-0.0116961635649,-0.0995170399547,1.22200751305,-0.114960938692,0.0766406282783,-10.3081645966
