time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
14:04:46.618,-0.130431890488,-0.130431890488,0.0137641429901,0.0137641429901,0.000532632227987,0.00479369005188,-0.000532632227987,-0.0182154811919,0.00805360451341,-1.80664587021,0.929267644882,0.114960938692,-10.3081645966
