time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
16:11:24.532,0.127279996872,0.127279996872,-0.0383920669556,-0.0383920669556,0.000798948341981,0.000266316113994,0.000532632227987,-0.00498515786603,-0.0970241352916,-1.34165799618,-0.0958007872105,-0.00958007853478,-10.241104126
