Format Version,1.21,Take Name,point4,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-10 01.59.15.530 PM,Total Frames in Take,3704,Total Exported Frames,3704,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
12,0.100000,-167.422638,48.676842,162.635696,-2.105625,0.462343,-0.025459,1.233916
13,0.108333,-167.430130,48.667198,162.651596,-2.105719,0.462382,-0.025452,1.233916
14,0.116667,-167.424591,48.677219,162.632080,-2.105667,0.462335,-0.025474,1.233916
15,0.125000,-167.423325,48.659229,162.637085,-2.105661,0.462353,-0.025479,1.233916
16,0.133333,-167.434067,48.662907,162.651077,-2.105917,0.462551,-0.025481,1.233916
17,0.141667,-167.446762,48.666695,162.677673,-2.106211,0.462792,-0.025468,1.233916
18,0.150000,-167.417252,48.678753,162.625107,-2.105600,0.462368,-0.025471,1.233916
19,0.158333,-167.442612,48.673885,162.652969,-2.106277,0.462868,-0.025495,1.233916
20,0.166667,-167.459854,48.677250,162.666275,-2.105901,0.462585,-0.025478,1.233916
21,0.175000,-167.450150,48.683422,162.655548,-2.105763,0.462467,-0.025456,1.233916
22,0.183333,-167.434631,48.676472,162.640213,-2.105506,0.462237,-0.025476,1.233916
23,0.191667,-167.437149,48.669865,162.652710,-2.105837,0.462432,-0.025492,1.233916
24,0.200000,-167.454544,48.680969,162.669266,-2.106383,0.462851,-0.025487,1.233916
25,0.208333,-167.460541,48.664299,162.678162,-2.107068,0.463367,-0.025489,1.233916
26,0.216667,-167.436844,48.672562,162.648056,-2.105896,0.462558,-0.025484,1.233916
27,0.225000,-167.405228,48.666714,162.633942,-2.105395,0.462219,-0.025484,1.233916
28,0.233333,-167.447525,48.679798,162.652451,-2.105790,0.462517,-0.025482,1.233916
29,0.241667,-167.424316,48.672215,162.647202,-2.105730,0.462449,-0.025465,1.233916
30,0.250000,-167.422836,48.670231,162.639160,-2.105820,0.462479,-0.025475,1.233916
31,0.258333,-167.422775,48.667675,162.636612,-2.106041,0.462615,-0.025493,1.233916
32,0.266667,-167.401932,48.669960,162.616745,-2.105248,0.462045,-0.025474,1.233916
33,0.275000,-167.434753,48.671978,162.656570,-2.105814,0.462466,-0.025473,1.233916
34,0.283333,-167.439835,48.670155,162.654312,-2.105970,0.462596,-0.025483,1.233916
35,0.291667,-167.434753,48.668587,162.656815,-2.106438,0.462930,-0.025510,1.233916
36,0.300000,-167.450012,48.672497,162.668793,-2.106512,0.463010,-0.025499,1.233916
37,0.308333,-167.428940,48.669479,162.644470,-2.105213,0.462082,-0.025455,1.233916
38,0.316667,-167.438293,48.668762,162.662277,-2.106596,0.463079,-0.025488,1.233916
39,0.325000,-167.449814,48.679394,162.684814,-2.106018,0.462658,-0.025494,1.233916
40,0.333333,-167.421814,48.660667,162.636459,-2.106164,0.462744,-0.025489,1.233916
41,0.341667,-167.445862,48.679386,162.652878,-2.106072,0.462672,-0.025470,1.233916
42,0.350000,-167.455933,48.677570,162.674194,-2.106163,0.462710,-0.025488,1.233916
43,0.358333,-167.438232,48.666332,162.665146,-2.106209,0.462740,-0.025495,1.233916
44,0.366667,-167.443497,48.690144,162.643402,-2.105804,0.462436,-0.025484,1.233916
45,0.375000,-167.419449,48.662136,162.629684,-2.105332,0.462102,-0.025467,1.233916
46,0.383333,-167.438446,48.671829,162.621506,-2.105541,0.462291,-0.025459,1.233916
47,0.391667,-167.449219,48.694408,162.638138,-2.106217,0.462805,-0.025483,1.233916
48,0.400000,-167.435349,48.670494,162.635086,-2.106251,0.462827,-0.025489,1.233916
49,0.408333,-167.459915,48.689518,162.649094,-2.105951,0.462608,-0.025473,1.233916
50,0.416667,-167.435165,48.672215,162.652374,-2.106064,0.462652,-0.025471,1.233916
51,0.425000,-167.455887,48.668850,162.659424,-2.106215,0.462731,-0.025492,1.233916
52,0.433333,-167.452011,48.672913,162.645004,-2.106048,0.462568,-0.025481,1.233916
53,0.441667,-167.455597,48.686176,162.640335,-2.106016,0.462534,-0.025467,1.233916
54,0.450000,-167.450867,48.683910,162.672974,-2.106032,0.462589,-0.025475,1.233916
55,0.458333,-167.444778,48.671448,162.648941,-2.105834,0.462496,-0.025475,1.233916
56,0.466667,-167.440109,48.684193,162.652451,-2.105701,0.462454,-0.025463,1.233916
57,0.475000,-167.440903,48.663883,162.647385,-2.105974,0.462680,-0.025468,1.233916
58,0.483333,-167.427490,48.676117,162.634827,-2.105636,0.462431,-0.025457,1.233916
59,0.491667,-167.439713,48.668552,162.663040,-2.106295,0.462845,-0.025488,1.233916
60,0.500000,-167.439377,48.689075,162.639343,-2.105990,0.462574,-0.025480,1.233916
61,0.508333,-167.422226,48.677544,162.644562,-2.106126,0.462635,-0.025468,1.233916
62,0.516667,-167.407028,48.672443,162.606308,-2.105669,0.462316,-0.025457,1.233916
63,0.525000,-167.420959,48.676460,162.625900,-2.105662,0.462317,-0.025466,1.233916
64,0.533333,-167.436295,48.673500,162.653687,-2.106490,0.462943,-0.025490,1.233916
65,0.541667,-167.446350,48.678123,162.641998,-2.106256,0.462798,-0.025474,1.233916
66,0.550000,-167.445084,48.675739,162.652008,-2.106207,0.462781,-0.025464,1.233916
67,0.558333,-167.443375,48.675694,162.650345,-2.106021,0.462658,-0.025466,1.233916
68,0.566667,-167.428757,48.670666,162.651718,-2.105816,0.462504,-0.025465,1.233916
69,0.575000,-167.437790,48.684715,162.646805,-2.106150,0.462742,-0.025462,1.233916
70,0.583333,-167.447662,48.681198,162.663544,-2.105822,0.462477,-0.025453,1.233916
71,0.591667,-167.441895,48.689602,162.630707,-2.106107,0.462682,-0.025483,1.233916
72,0.600000,-167.444336,48.678593,162.652023,-2.106464,0.462929,-0.025480,1.233916
73,0.608333,-167.444016,48.672974,162.653778,-2.106281,0.462789,-0.025474,1.233916
74,0.616667,-167.452896,48.677292,162.664597,-2.106043,0.462617,-0.025472,1.233916
75,0.625000,-167.428452,48.678596,162.633484,-2.106512,0.462940,-0.025493,1.233916
76,0.633333,-167.433838,48.675179,162.646240,-2.106469,0.462926,-0.025488,1.233916
77,0.641667,-167.427277,48.671394,162.635056,-2.105659,0.462392,-0.025469,1.233916
78,0.650000,-167.414108,48.654030,162.621368,-2.105875,0.462572,-0.025471,1.233916
79,0.658333,-167.443771,48.684414,162.652924,-2.106316,0.462912,-0.025491,1.233916
80,0.666667,-167.427094,48.683929,162.619919,-2.105211,0.462096,-0.025477,1.233916
81,0.675000,-167.441650,48.662422,162.660736,-2.105925,0.462573,-0.025466,1.233916
82,0.683333,-167.440002,48.679062,162.660446,-2.106389,0.462875,-0.025473,1.233916
83,0.691667,-167.419037,48.672455,162.638779,-2.106395,0.462840,-0.025497,1.233916
84,0.700000,-167.406754,48.674084,162.618851,-2.106361,0.462797,-0.025494,1.233916
85,0.708333,-167.450333,48.698517,162.660431,-2.106726,0.463078,-0.025494,1.233916
86,0.716667,-167.436829,48.669529,162.659775,-2.106509,0.462974,-0.025482,1.233916
87,0.725000,-167.447296,48.682117,162.651505,-2.105741,0.462461,-0.025480,1.233916
88,0.733333,-167.430954,48.679237,162.652817,-2.105871,0.462577,-0.025488,1.233916
89,0.741667,-167.443817,48.662365,162.662292,-2.105562,0.462345,-0.025480,1.233916
90,0.750000,-167.429962,48.678089,162.624222,-2.105925,0.462566,-0.025473,1.233916
91,0.758333,-167.426193,48.681927,162.639099,-2.105848,0.462493,-0.025478,1.233916
92,0.766667,-167.428040,48.681614,162.641998,-2.105920,0.462507,-0.025480,1.233916
93,0.775000,-167.455170,48.678360,162.654694,-2.105841,0.462463,-0.025470,1.233916
94,0.783333,-167.416916,48.681259,162.628311,-2.106136,0.462681,-0.025489,1.233916
95,0.791667,-167.443436,48.684666,162.643250,-2.105753,0.462419,-0.025478,1.233916
96,0.800000,-167.446426,48.683422,162.654633,-2.105873,0.462535,-0.025483,1.233916
97,0.808333,-167.427811,48.677017,162.626099,-2.106222,0.462799,-0.025475,1.233916
98,0.816667,-167.436569,48.675758,162.650177,-2.106049,0.462704,-0.025472,1.233916
99,0.825000,-167.419250,48.668034,162.612717,-2.105659,0.462409,-0.025474,1.233916
100,0.833333,-167.444183,48.661446,162.672363,-2.105988,0.462645,-0.025486,1.233916
101,0.841667,-167.415771,48.672184,162.626862,-2.105511,0.462297,-0.025472,1.233916
102,0.850000,-167.443085,48.678257,162.674652,-2.105836,0.462519,-0.025466,1.233916
103,0.858333,-167.412247,48.670101,162.614349,-2.106081,0.462687,-0.025474,1.233916
104,0.866667,-167.439819,48.666908,162.638138,-2.105814,0.462464,-0.025472,1.233916
105,0.875000,-167.446823,48.674816,162.653000,-2.106420,0.462886,-0.025489,1.233916
106,0.883333,-167.416565,48.677048,162.638458,-2.105627,0.462315,-0.025464,1.233916
107,0.891667,-167.438309,48.666710,162.666687,-2.106012,0.462623,-0.025476,1.233916
108,0.900000,-167.448349,48.671291,162.668060,-2.106730,0.463159,-0.025492,1.233916
109,0.908333,-167.428955,48.674362,162.645782,-2.106031,0.462683,-0.025480,1.233916
110,0.916667,-167.450516,48.671017,162.658859,-2.106005,0.462663,-0.025485,1.233916
111,0.925000,-167.426208,48.674213,162.643997,-2.105166,0.462028,-0.025455,1.233916
112,0.933333,-167.409912,48.654354,162.638031,-2.105534,0.462249,-0.025457,1.233916
113,0.941667,-167.442368,48.682152,162.641434,-2.105588,0.462267,-0.025464,1.233916
114,0.950000,-167.462784,48.680717,162.667679,-2.106035,0.462591,-0.025473,1.233916
115,0.958333,-167.441467,48.667213,162.656631,-2.106323,0.462810,-0.025484,1.233916
116,0.966667,-167.439941,48.672894,162.658646,-2.105677,0.462390,-0.025467,1.233916
117,0.975000,-167.440079,48.677185,162.646378,-2.106607,0.463097,-0.025490,1.233916
118,0.983333,-167.428665,48.682392,162.636353,-2.105877,0.462591,-0.025470,1.233916
119,0.991667,-167.440781,48.676311,162.645844,-2.105177,0.462069,-0.025454,1.233916
120,1.000000,-167.418518,48.673645,162.627090,-2.106120,0.462723,-0.025475,1.233916
121,1.008333,-167.429504,48.684452,162.626526,-2.105894,0.462532,-0.025466,1.233916
122,1.016667,-167.427048,48.657501,162.646515,-2.106349,0.462834,-0.025482,1.233916
123,1.025000,-167.443970,48.658298,162.654846,-2.105826,0.462450,-0.025466,1.233916
124,1.033333,-167.443634,48.676636,162.659988,-2.106641,0.463038,-0.025490,1.233916
125,1.041667,-167.472076,48.682835,162.676987,-2.106773,0.463140,-0.025503,1.233916
126,1.050000,-167.433563,48.667049,162.649384,-2.106443,0.462931,-0.025478,1.233916
127,1.058333,-167.437897,48.674274,162.639938,-2.105659,0.462358,-0.025461,1.233916
128,1.066667,-167.439148,48.670395,162.659927,-2.105903,0.462546,-0.025472,1.233916
129,1.075000,-167.416306,48.676064,162.615036,-2.106451,0.462929,-0.025492,1.233916
130,1.083333,-167.443085,48.679173,162.649231,-2.105866,0.462514,-0.025478,1.233916
131,1.091667,-167.422470,48.672825,162.628937,-2.106348,0.462860,-0.025477,1.233916
132,1.100000,-167.401825,48.654171,162.632187,-2.105854,0.462505,-0.025475,1.233916
133,1.108333,-167.406265,48.659668,162.619202,-2.106141,0.462681,-0.025501,1.233916
134,1.116667,-167.442566,48.683781,162.663300,-2.106112,0.462670,-0.025474,1.233916
135,1.125000,-167.472244,48.689102,162.676819,-2.106962,0.463286,-0.025489,1.233916
136,1.133333,-167.418777,48.663795,162.641327,-2.105599,0.462317,-0.025471,1.233916
137,1.141667,-167.424438,48.674553,162.640976,-2.105731,0.462417,-0.025477,1.233916
138,1.150000,-167.420868,48.667271,162.648651,-2.106027,0.462646,-0.025482,1.233916
139,1.158333,-167.417084,48.662834,162.634735,-2.106085,0.462733,-0.025478,1.233916
140,1.166667,-167.460373,48.682476,162.661560,-2.106235,0.462844,-0.025482,1.233916
141,1.175000,-167.432098,48.677559,162.657928,-2.105767,0.462492,-0.025474,1.233916
142,1.183333,-167.434082,48.682411,162.643127,-2.105606,0.462342,-0.025467,1.233916
143,1.191667,-167.416245,48.666515,162.629349,-2.105784,0.462435,-0.025474,1.233916
144,1.200000,-167.418137,48.685158,162.625351,-2.105428,0.462160,-0.025460,1.233916
145,1.208333,-167.443039,48.677559,162.644073,-2.106288,0.462763,-0.025495,1.233916
146,1.216667,-167.449692,48.686447,162.650391,-2.106397,0.462845,-0.025484,1.233916
147,1.225000,-167.433914,48.661282,162.659485,-2.106797,0.463182,-0.025498,1.233916
148,1.233333,-167.440582,48.661777,162.679459,-2.105761,0.462466,-0.025474,1.233916
149,1.241667,-167.426483,48.664989,162.640335,-2.105520,0.462315,-0.025476,1.233916
150,1.250000,-167.438263,48.673035,162.646301,-2.105632,0.462388,-0.025461,1.233916
151,1.258333,-167.423447,48.673870,162.625565,-2.105623,0.462345,-0.025458,1.233916
152,1.266667,-167.437500,48.676159,162.650314,-2.105675,0.462361,-0.025472,1.233916
153,1.275000,-167.435272,48.658592,162.657196,-2.105825,0.462424,-0.025479,1.233916
154,1.283333,-167.444138,48.704208,162.624130,-2.105936,0.462484,-0.025480,1.233916
155,1.291667,-167.417099,48.673256,162.629669,-2.105924,0.462497,-0.025473,1.233916
156,1.300000,-167.401031,48.665333,162.629669,-2.105380,0.462142,-0.025469,1.233916
157,1.308333,-167.433685,48.686222,162.637878,-2.106439,0.462952,-0.025483,1.233916
158,1.316667,-167.448868,48.680973,162.659973,-2.106776,0.463219,-0.025499,1.233916
159,1.325000,-167.446579,48.671944,162.646530,-2.105775,0.462515,-0.025463,1.233916
160,1.333333,-167.444199,48.660385,162.671051,-2.106936,0.463349,-0.025497,1.233916
161,1.341667,-167.417877,48.678398,162.620651,-2.105489,0.462277,-0.025455,1.233916
162,1.350000,-167.457901,48.687550,162.654358,-2.106334,0.462845,-0.025485,1.233916
163,1.358333,-167.437866,48.661343,162.656860,-2.106090,0.462648,-0.025475,1.233916
164,1.366667,-167.431198,48.671082,162.638840,-2.105436,0.462147,-0.025464,1.233916
165,1.375000,-167.422195,48.661976,162.625809,-2.105150,0.461965,-0.025464,1.233916
166,1.383333,-167.406006,48.666451,162.625763,-2.105339,0.462110,-0.025472,1.233916
167,1.391667,-167.430603,48.664711,162.638657,-2.105523,0.462281,-0.025459,1.233916
168,1.400000,-167.405426,48.656109,162.624481,-2.105217,0.462091,-0.025459,1.233916
169,1.408333,-167.413193,48.676685,162.621735,-2.106501,0.462996,-0.025500,1.233916
170,1.416667,-167.422043,48.672729,162.655579,-2.106400,0.462929,-0.025494,1.233916
171,1.425000,-167.452682,48.684017,162.667786,-2.106161,0.462726,-0.025477,1.233916
172,1.433333,-167.396637,48.663151,162.626907,-2.105587,0.462296,-0.025467,1.233916
173,1.441667,-167.440918,48.669846,162.658875,-2.106313,0.462793,-0.025485,1.233916
174,1.450000,-167.418823,48.666729,162.615723,-2.105789,0.462401,-0.025472,1.233916
175,1.458333,-167.422821,48.679783,162.637726,-2.105788,0.462411,-0.025476,1.233916
176,1.466667,-167.418991,48.662235,162.648666,-2.106451,0.462917,-0.025492,1.233916
177,1.475000,-167.441925,48.678566,162.655426,-2.105679,0.462403,-0.025468,1.233916
178,1.483333,-167.455170,48.684818,162.661270,-2.105771,0.462487,-0.025469,1.233916
179,1.491667,-167.445679,48.691093,162.648117,-2.105945,0.462606,-0.025469,1.233916
180,1.500000,-167.422638,48.667725,162.647064,-2.105310,0.462136,-0.025457,1.233916
181,1.508333,-167.425415,48.656918,162.632263,-2.105489,0.462275,-0.025474,1.233916
182,1.516667,-167.437515,48.665962,162.661041,-2.105875,0.462530,-0.025478,1.233916
183,1.525000,-167.414597,48.682049,162.608566,-2.105245,0.462042,-0.025450,1.233916
184,1.533333,-167.453201,48.688931,162.655334,-2.105873,0.462483,-0.025490,1.233916
185,1.541667,-167.440735,48.683788,162.645538,-2.106024,0.462586,-0.025491,1.233916
186,1.550000,-167.440796,48.669258,162.640045,-2.105568,0.462272,-0.025467,1.233916
187,1.558333,-167.423218,48.680691,162.628662,-2.105875,0.462501,-0.025480,1.233916
188,1.566667,-167.443558,48.674290,162.666336,-2.106405,0.462890,-0.025491,1.233916
189,1.575000,-167.414093,48.670837,162.636047,-2.105008,0.461921,-0.025470,1.233916
190,1.583333,-167.427124,48.679077,162.639420,-2.105683,0.462401,-0.025474,1.233916
191,1.591667,-167.440460,48.672272,162.632919,-2.105850,0.462516,-0.025474,1.233916
192,1.600000,-167.410843,48.671761,162.625443,-2.106021,0.462615,-0.025484,1.233916
193,1.608333,-167.437424,48.679493,162.632889,-2.105687,0.462358,-0.025475,1.233916
194,1.616667,-167.446838,48.665337,162.667801,-2.106253,0.462762,-0.025487,1.233916
195,1.625000,-167.428589,48.677383,162.637009,-2.105724,0.462374,-0.025476,1.233916
196,1.633333,-167.436478,48.670769,162.643738,-2.105953,0.462553,-0.025486,1.233916
197,1.641667,-167.442352,48.680691,162.652725,-2.106152,0.462718,-0.025489,1.233916
198,1.650000,-167.434723,48.664478,162.644211,-2.106283,0.462826,-0.025481,1.233916
199,1.658333,-167.418152,48.671276,162.627350,-2.105375,0.462200,-0.025471,1.233916
200,1.666667,-167.436783,48.669044,162.661346,-2.105793,0.462508,-0.025480,1.233916
201,1.675000,-167.415283,48.671448,162.621826,-2.106192,0.462785,-0.025486,1.233916
202,1.683333,-167.445236,48.676876,162.659760,-2.105936,0.462586,-0.025474,1.233916
203,1.691667,-167.409698,48.663536,162.622101,-2.105618,0.462341,-0.025464,1.233916
204,1.700000,-167.440887,48.664745,162.642319,-2.105782,0.462450,-0.025490,1.233916
205,1.708333,-167.448654,48.682281,162.657684,-2.106235,0.462758,-0.025487,1.233916
206,1.716667,-167.434433,48.677029,162.647644,-2.105867,0.462499,-0.025471,1.233916
207,1.725000,-167.450211,48.689251,162.634628,-2.105475,0.462229,-0.025464,1.233916
208,1.733333,-167.432739,48.671211,162.656647,-2.106049,0.462657,-0.025481,1.233916
209,1.741667,-167.437546,48.683842,162.627930,-2.106144,0.462735,-0.025481,1.233916
210,1.750000,-167.430740,48.670963,162.652283,-2.106748,0.463176,-0.025499,1.233916
211,1.758333,-167.426575,48.674797,162.632660,-2.105626,0.462361,-0.025475,1.233916
212,1.766667,-167.431274,48.667091,162.637741,-2.106093,0.462677,-0.025487,1.233916
213,1.775000,-167.437912,48.667221,162.672211,-2.106378,0.462882,-0.025479,1.233916
214,1.783333,-167.421326,48.660877,162.614243,-2.105983,0.462564,-0.025478,1.233916
215,1.791667,-167.416031,48.682346,162.618225,-2.105347,0.462086,-0.025466,1.233916
216,1.800000,-167.444885,48.672741,162.670105,-2.106156,0.462696,-0.025474,1.233916
217,1.808333,-167.424927,48.674530,162.643539,-2.106390,0.462860,-0.025480,1.233916
218,1.816667,-167.441849,48.668476,162.646347,-2.105791,0.462453,-0.025465,1.233916
219,1.825000,-167.454529,48.677456,162.670502,-2.105827,0.462485,-0.025482,1.233916
220,1.833333,-167.441788,48.678066,162.663055,-2.105841,0.462528,-0.025473,1.233916
221,1.841667,-167.435379,48.686237,162.641968,-2.106232,0.462804,-0.025475,1.233916
222,1.850000,-167.432663,48.672043,162.655457,-2.106204,0.462793,-0.025474,1.233916
223,1.858333,-167.436523,48.661308,162.656174,-2.105631,0.462385,-0.025474,1.233916
224,1.866667,-167.416351,48.674831,162.632294,-2.106400,0.462917,-0.025482,1.233916
225,1.875000,-167.444870,48.676258,162.636826,-2.106278,0.462805,-0.025480,1.233916
226,1.883333,-167.448395,48.681976,162.668915,-2.106158,0.462721,-0.025479,1.233916
227,1.891667,-167.414444,48.675735,162.630997,-2.105679,0.462361,-0.025486,1.233916
228,1.900000,-167.451508,48.674927,162.654831,-2.106223,0.462764,-0.025494,1.233916
229,1.908333,-167.415970,48.667999,162.622025,-2.106233,0.462764,-0.025479,1.233916
230,1.916667,-167.445251,48.675541,162.630142,-2.105709,0.462408,-0.025470,1.233916
231,1.925000,-167.448013,48.685669,162.663788,-2.106256,0.462833,-0.025494,1.233916
232,1.933333,-167.441650,48.682201,162.644180,-2.105925,0.462590,-0.025469,1.233916
233,1.941667,-167.450928,48.676590,162.640442,-2.106043,0.462682,-0.025470,1.233916
234,1.950000,-167.427170,48.660210,162.634354,-2.105700,0.462390,-0.025486,1.233916
235,1.958333,-167.425781,48.667480,162.641586,-2.105943,0.462541,-0.025480,1.233916
236,1.966667,-167.434158,48.684597,162.641159,-2.105981,0.462575,-0.025489,1.233916
237,1.975000,-167.420990,48.674961,162.625870,-2.105793,0.462432,-0.025487,1.233916
238,1.983333,-167.460190,48.684868,162.654449,-2.106115,0.462686,-0.025507,1.233916
239,1.991667,-167.438828,48.669273,162.677460,-2.105961,0.462579,-0.025471,1.233916
240,2.000000,-167.457489,48.697487,162.656631,-2.105413,0.462221,-0.025464,1.233916
241,2.008333,-167.432388,48.676868,162.627182,-2.105691,0.462436,-0.025479,1.233916
242,2.016667,-167.417343,48.666992,162.650223,-2.105937,0.462626,-0.025475,1.233916
243,2.025000,-167.428101,48.666126,162.646713,-2.105854,0.462544,-0.025481,1.233916
244,2.033333,-167.397659,48.661026,162.616806,-2.106224,0.462796,-0.025486,1.233916
245,2.041667,-167.438965,48.678078,162.643219,-2.105039,0.461920,-0.025464,1.233916
246,2.050000,-167.420761,48.668587,162.647003,-2.105788,0.462442,-0.025488,1.233916
247,2.058333,-167.449585,48.682026,162.649719,-2.106060,0.462634,-0.025487,1.233916
248,2.066667,-167.436783,48.677883,162.648788,-2.105894,0.462515,-0.025483,1.233916
249,2.075000,-167.439987,48.686329,162.647003,-2.106151,0.462703,-0.025484,1.233916
250,2.083333,-167.437958,48.680588,162.655243,-2.105652,0.462359,-0.025487,1.233916
251,2.091667,-167.433746,48.657211,162.649658,-2.105763,0.462463,-0.025489,1.233916
252,2.100000,-167.459518,48.679363,162.662903,-2.106043,0.462660,-0.025476,1.233916
253,2.108333,-167.428696,48.688568,162.632980,-2.105619,0.462343,-0.025476,1.233916
254,2.116667,-167.431686,48.670895,162.651962,-2.105977,0.462594,-0.025497,1.233916
255,2.125000,-167.437592,48.679844,162.641037,-2.106546,0.462989,-0.025505,1.233916
256,2.133333,-167.410355,48.674683,162.613037,-2.105381,0.462133,-0.025462,1.233916
257,2.141667,-167.453949,48.681812,162.661377,-2.105804,0.462438,-0.025480,1.233916
258,2.150000,-167.414185,48.657146,162.620117,-2.105366,0.462128,-0.025468,1.233916
259,2.158333,-167.440979,48.667423,162.642761,-2.105833,0.462494,-0.025478,1.233916
260,2.166667,-167.399109,48.663548,162.623962,-2.105284,0.462123,-0.025452,1.233916
261,2.175000,-167.456573,48.676479,162.678207,-2.106961,0.463332,-0.025500,1.233916
262,2.183333,-167.440094,48.670940,162.632446,-2.106019,0.462664,-0.025480,1.233916
263,2.191667,-167.467804,48.675652,162.668869,-2.106590,0.463052,-0.025489,1.233916
264,2.200000,-167.427490,48.669048,162.646576,-2.105436,0.462216,-0.025464,1.233916
265,2.208333,-167.431839,48.653225,162.666031,-2.105722,0.462414,-0.025476,1.233916
266,2.216667,-167.440155,48.667969,162.653458,-2.106314,0.462811,-0.025483,1.233916
267,2.225000,-167.434799,48.668034,162.648270,-2.106156,0.462690,-0.025479,1.233916
268,2.233333,-167.465195,48.685497,162.685165,-2.106376,0.462871,-0.025475,1.233916
269,2.241667,-167.445892,48.674759,162.680374,-2.106090,0.462672,-0.025469,1.233916
270,2.250000,-167.432083,48.680351,162.643021,-2.106459,0.462961,-0.025500,1.233916
271,2.258333,-167.414703,48.668243,162.620148,-2.105999,0.462624,-0.025475,1.233916
272,2.266667,-167.444839,48.665272,162.652008,-2.105396,0.462182,-0.025451,1.233916
273,2.275000,-167.455887,48.681427,162.658295,-2.106623,0.463039,-0.025485,1.233916
274,2.283333,-167.458511,48.694397,162.663818,-2.106374,0.462848,-0.025490,1.233916
275,2.291667,-167.416138,48.665646,162.637680,-2.105959,0.462551,-0.025466,1.233916
276,2.300000,-167.424622,48.672935,162.632187,-2.105508,0.462212,-0.025449,1.233916
277,2.308333,-167.418564,48.664845,162.632919,-2.106139,0.462682,-0.025478,1.233916
278,2.316667,-167.432617,48.670734,162.668228,-2.106715,0.463105,-0.025490,1.233916
279,2.325000,-167.431107,48.668976,162.648544,-2.106194,0.462732,-0.025477,1.233916
280,2.333333,-167.447968,48.671265,162.653564,-2.105502,0.462252,-0.025459,1.233916
281,2.341667,-167.421265,48.680801,162.623459,-2.105433,0.462211,-0.025455,1.233916
282,2.350000,-167.471710,48.682732,162.664948,-2.106141,0.462727,-0.025477,1.233916
283,2.358333,-167.430725,48.683224,162.639786,-2.105390,0.462169,-0.025469,1.233916
284,2.366667,-167.439209,48.668091,162.647614,-2.106402,0.462895,-0.025490,1.233916
285,2.375000,-167.431992,48.685322,162.631042,-2.105356,0.462156,-0.025463,1.233916
286,2.383333,-167.443039,48.679428,162.640839,-2.105723,0.462399,-0.025462,1.233916
287,2.391667,-167.439987,48.688972,162.632721,-2.105578,0.462292,-0.025451,1.233916
288,2.400000,-167.431229,48.678616,162.651810,-2.106127,0.462680,-0.025468,1.233916
289,2.408333,-167.440567,48.682117,162.661209,-2.105945,0.462578,-0.025473,1.233916
290,2.416667,-167.427658,48.669132,162.641434,-2.105493,0.462287,-0.025458,1.233916
291,2.425000,-167.423569,48.661385,162.638565,-2.105465,0.462296,-0.025463,1.233916
292,2.433333,-167.428986,48.675690,162.648712,-2.105695,0.462455,-0.025454,1.233916
293,2.441667,-167.405396,48.653248,162.621841,-2.105482,0.462250,-0.025459,1.233916
294,2.450000,-167.430237,48.683075,162.648956,-2.106030,0.462587,-0.025494,1.233916
295,2.458333,-167.414474,48.667683,162.638260,-2.106519,0.462927,-0.025486,1.233916
