time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
13:59:28.717,0.0613179206848,0.0613179206848,0.00609397888184,0.00609397888184,-0.00133158056997,0.000266316113994,0.0,-0.0138052143157,-0.0709463879466,-1.40244197845,0.143701180816,0.114960938692,-10.3081645966
