time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
13:53:21.766,-0.0031099319458,-0.0031099319458,-0.0031099319458,-0.0031099319458,-0.00213052891195,-0.000532632227987,0.0,-0.0187910236418,-0.142468631268,0.516184568405,-0.555644571781,0.124541021883,-10.2794246674
