time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
16:06:00.140,0.168698072433,0.168698072433,0.0214340686798,0.0214340686798,-0.00106526445597,-0.000532632227987,-0.00399474147707,-0.00651914300397,-0.0640436932445,-0.335750043392,0.229921877384,0.0191601570696,-10.2698440552
