time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
13:39:47.699,0.0781919956207,0.0781919956207,0.0137641429901,0.0137641429901,-0.000532632227987,0.00372842559591,-0.00186421279795,-0.0168731845915,-0.0924221798778,1.76618719101,-0.0383203141391,0.105380862951,-10.3464851379
