Format Version,1.21,Take Name,3blackTake 2024-04-10 03.35.10 PM,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2024-04-10 03.35.10.906 PM,Total Frames in Take,1932,Total Exported Frames,1932,Rotation Type,XYZ,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
11,0.091667,-59.004509,-71.731377,-68.166496,2.207025,0.474000,1.504532,0.000478
12,0.100000,-59.010521,-71.735619,-68.182861,2.207029,0.473989,1.504544,0.000473
13,0.108333,-58.977402,-71.738274,-68.144249,2.207025,0.473978,1.504553,0.000480
14,0.116667,-59.015240,-71.735741,-68.184669,2.207033,0.473991,1.504538,0.000473
15,0.125000,-59.045231,-71.717377,-68.192070,2.207032,0.473975,1.504542,0.000476
16,0.133333,-59.008701,-71.751266,-68.186302,2.207024,0.473971,1.504546,0.000470
17,0.141667,-59.011475,-71.735542,-68.192398,2.207022,0.473993,1.504549,0.000485
18,0.150000,-59.014633,-71.742012,-68.198372,2.207020,0.473998,1.504551,0.000473
19,0.158333,-59.038223,-71.715034,-68.211342,2.207029,0.474019,1.504554,0.000483
20,0.166667,-59.014160,-71.734894,-68.188316,2.207012,0.473986,1.504554,0.000472
21,0.175000,-59.011551,-71.733978,-68.198662,2.207011,0.474002,1.504537,0.000489
22,0.183333,-59.004707,-71.719757,-68.191040,2.207016,0.474011,1.504544,0.000483
23,0.191667,-58.997551,-71.734818,-68.165108,2.207016,0.474004,1.504530,0.000480
24,0.200000,-58.988750,-71.737297,-68.141968,2.207020,0.473999,1.504556,0.000486
25,0.208333,-58.994106,-71.745407,-68.166931,2.207005,0.473981,1.504563,0.000469
26,0.216667,-59.032028,-71.732506,-68.195724,2.207029,0.474005,1.504561,0.000473
27,0.225000,-58.969040,-71.737068,-68.131592,2.207029,0.473998,1.504554,0.000478
28,0.233333,-58.987816,-71.732597,-68.153114,2.207027,0.474003,1.504556,0.000472
29,0.241667,-58.992584,-71.735245,-68.166748,2.207026,0.473993,1.504543,0.000476
30,0.250000,-58.970165,-71.735825,-68.135223,2.207015,0.473995,1.504537,0.000477
31,0.258333,-58.990246,-71.736404,-68.153168,2.207009,0.473987,1.504562,0.000472
32,0.266667,-58.957886,-71.742447,-68.127228,2.207019,0.473999,1.504554,0.000468
33,0.275000,-59.028988,-71.734840,-68.199120,2.207009,0.474007,1.504568,0.000479
34,0.283333,-59.003220,-71.722778,-68.156273,2.207015,0.474012,1.504556,0.000474
35,0.291667,-58.978638,-71.742233,-68.152580,2.207009,0.474017,1.504547,0.000479
36,0.300000,-59.008862,-71.731041,-68.176483,2.207011,0.474014,1.504546,0.000482
37,0.308333,-58.984707,-71.738228,-68.167656,2.207017,0.474004,1.504552,0.000475
38,0.316667,-58.986198,-71.727478,-68.150421,2.207020,0.473988,1.504562,0.000469
39,0.325000,-59.019379,-71.735374,-68.218948,2.207029,0.474022,1.504567,0.000481
40,0.333333,-58.999573,-71.729622,-68.160416,2.207024,0.474001,1.504560,0.000475
41,0.341667,-58.993908,-71.731796,-68.155708,2.207030,0.473997,1.504564,0.000475
42,0.350000,-58.978760,-71.731606,-68.152161,2.207028,0.473988,1.504560,0.000482
43,0.358333,-58.957333,-71.742241,-68.122375,2.207031,0.474007,1.504559,0.000482
44,0.366667,-58.996704,-71.725937,-68.147583,2.207017,0.473988,1.504567,0.000466
45,0.375000,-58.982658,-71.733307,-68.156174,2.207012,0.474010,1.504565,0.000477
46,0.383333,-59.015690,-71.742760,-68.189911,2.207014,0.474003,1.504575,0.000476
47,0.391667,-59.038208,-71.737389,-68.185875,2.207011,0.474006,1.504594,0.000469
48,0.400000,-58.980141,-71.742889,-68.142197,2.207006,0.474008,1.504557,0.000483
49,0.408333,-59.008343,-71.737617,-68.172813,2.207013,0.474024,1.504565,0.000481
50,0.416667,-58.992195,-71.742554,-68.159210,2.207011,0.474011,1.504573,0.000475
51,0.425000,-58.986855,-71.735947,-68.169563,2.207020,0.474010,1.504558,0.000483
52,0.433333,-59.036671,-71.727676,-68.202408,2.207031,0.474013,1.504566,0.000479
53,0.441667,-58.985683,-71.746796,-68.151352,2.207021,0.474010,1.504581,0.000481
54,0.450000,-59.032562,-71.711678,-68.207268,2.207024,0.474022,1.504569,0.000483
55,0.458333,-59.000500,-71.737389,-68.186646,2.207030,0.474012,1.504577,0.000480
56,0.466667,-58.971390,-71.748856,-68.162376,2.207015,0.474003,1.504582,0.000480
57,0.475000,-58.998367,-71.733131,-68.164345,2.207012,0.474000,1.504570,0.000473
58,0.483333,-58.996845,-71.738014,-68.182816,2.207035,0.474027,1.504561,0.000484
59,0.491667,-58.920238,-71.761757,-68.093216,2.207033,0.474036,1.504567,0.000483
60,0.500000,-58.993874,-71.738327,-68.151810,2.207022,0.474025,1.504583,0.000471
61,0.508333,-58.947601,-71.740196,-68.117821,2.207019,0.474015,1.504573,0.000479
62,0.516667,-59.022629,-71.726067,-68.200600,2.207011,0.474015,1.504572,0.000481
63,0.525000,-59.001209,-71.722504,-68.162338,2.207012,0.474029,1.504569,0.000478
64,0.533333,-58.994366,-71.734924,-68.162514,2.207023,0.474027,1.504563,0.000479
65,0.541667,-59.005432,-71.731621,-68.186462,2.207027,0.474022,1.504577,0.000485
66,0.550000,-59.023968,-71.739311,-68.196297,2.207036,0.474011,1.504571,0.000478
67,0.558333,-59.018974,-71.726028,-68.188553,2.207031,0.474013,1.504556,0.000479
68,0.566667,-58.977386,-71.738518,-68.171265,2.207022,0.474025,1.504553,0.000475
69,0.575000,-58.993889,-71.733353,-68.174232,2.207023,0.474016,1.504546,0.000481
70,0.583333,-58.949566,-71.756477,-68.126190,2.207029,0.474014,1.504567,0.000485
71,0.591667,-58.953938,-71.752121,-68.144981,2.207036,0.474006,1.504564,0.000483
72,0.600000,-59.008492,-71.724960,-68.190567,2.207027,0.474002,1.504569,0.000470
73,0.608333,-59.015785,-71.736954,-68.188034,2.207016,0.474008,1.504565,0.000490
74,0.616667,-59.033264,-71.728477,-68.209091,2.207029,0.474018,1.504555,0.000481
75,0.625000,-59.002960,-71.723869,-68.168274,2.207028,0.474028,1.504558,0.000478
76,0.633333,-58.986156,-71.734276,-68.154396,2.207020,0.474028,1.504552,0.000480
77,0.641667,-59.006771,-71.727997,-68.191399,2.207032,0.474025,1.504554,0.000476
78,0.650000,-58.995556,-71.730995,-68.166687,2.207033,0.474021,1.504542,0.000492
79,0.658333,-58.980194,-71.734871,-68.163490,2.207025,0.473997,1.504557,0.000480
80,0.666667,-58.966335,-71.744362,-68.136024,2.207023,0.474007,1.504547,0.000480
81,0.675000,-58.976913,-71.733124,-68.143707,2.207022,0.473985,1.504551,0.000473
82,0.683333,-58.970207,-71.730316,-68.146370,2.207026,0.473987,1.504549,0.000486
83,0.691667,-59.025108,-71.724930,-68.192596,2.207037,0.473993,1.504554,0.000474
84,0.700000,-58.987358,-71.735260,-68.194298,2.207032,0.474015,1.504549,0.000482
85,0.708333,-58.990467,-71.745316,-68.177086,2.207021,0.474007,1.504546,0.000489
86,0.716667,-58.982578,-71.738861,-68.161911,2.207021,0.474008,1.504537,0.000476
87,0.725000,-58.966206,-71.746025,-68.137520,2.207020,0.474016,1.504538,0.000478
88,0.733333,-59.020760,-71.732910,-68.186409,2.207013,0.474001,1.504549,0.000476
89,0.741667,-59.003975,-71.728889,-68.159142,2.207010,0.474007,1.504550,0.000487
90,0.750000,-58.966610,-71.736397,-68.150314,2.207023,0.474021,1.504541,0.000479
91,0.758333,-58.989292,-71.734215,-68.155098,2.207006,0.473991,1.504540,0.000467
92,0.766667,-59.028393,-71.737564,-68.219574,2.207012,0.474006,1.504523,0.000487
93,0.775000,-59.033401,-71.737244,-68.216812,2.207022,0.473996,1.504545,0.000488
94,0.783333,-59.031120,-71.737160,-68.186668,2.207025,0.473979,1.504540,0.000484
95,0.791667,-58.965893,-71.738983,-68.145752,2.207018,0.473984,1.504535,0.000474
96,0.800000,-59.029064,-71.724670,-68.206902,2.207026,0.473995,1.504541,0.000479
97,0.808333,-58.990215,-71.739723,-68.165245,2.207018,0.473976,1.504554,0.000477
98,0.816667,-58.990677,-71.735092,-68.165779,2.207024,0.473988,1.504537,0.000470
99,0.825000,-58.995979,-71.719238,-68.170265,2.207036,0.474001,1.504538,0.000483
100,0.833333,-59.007008,-71.726852,-68.185165,2.207022,0.474000,1.504538,0.000473
101,0.841667,-58.971874,-71.729385,-68.146744,2.207019,0.473999,1.504530,0.000475
102,0.850000,-59.023888,-71.724182,-68.208878,2.207004,0.473989,1.504514,0.000476
103,0.858333,-59.005753,-71.733925,-68.179832,2.207020,0.473992,1.504539,0.000481
104,0.866667,-59.016197,-71.730797,-68.173828,2.207016,0.474001,1.504532,0.000476
105,0.875000,-58.993771,-71.748055,-68.161652,2.207033,0.474009,1.504544,0.000480
106,0.883333,-58.995754,-71.731796,-68.183113,2.207023,0.473998,1.504538,0.000476
107,0.891667,-59.007748,-71.714920,-68.173363,2.207026,0.473974,1.504531,0.000478
108,0.900000,-59.019836,-71.713722,-68.202576,2.207036,0.473993,1.504522,0.000478
109,0.908333,-59.003574,-71.732796,-68.186760,2.207036,0.473993,1.504536,0.000480
110,0.916667,-59.014194,-71.742126,-68.192635,2.207030,0.473989,1.504555,0.000476
111,0.925000,-58.982277,-71.742874,-68.152046,2.207021,0.473975,1.504548,0.000473
112,0.933333,-58.985077,-71.748306,-68.167976,2.207033,0.473995,1.504543,0.000480
113,0.941667,-59.013908,-71.735085,-68.199997,2.207029,0.474002,1.504535,0.000484
114,0.950000,-58.981342,-71.734436,-68.162445,2.207032,0.474003,1.504526,0.000477
115,0.958333,-58.994331,-71.732559,-68.145660,2.207016,0.473994,1.504550,0.000476
116,0.966667,-59.009262,-71.735664,-68.196327,2.207041,0.474012,1.504539,0.000481
117,0.975000,-58.994427,-71.751976,-68.172066,2.207027,0.474000,1.504551,0.000469
118,0.983333,-59.027439,-71.722504,-68.212784,2.207020,0.474007,1.504530,0.000464
119,0.991667,-59.025688,-71.728241,-68.194054,2.207025,0.474007,1.504545,0.000476
120,1.000000,-59.010689,-71.740028,-68.180832,2.207042,0.474019,1.504537,0.000487
121,1.008333,-58.962215,-71.735237,-68.151062,2.207036,0.473999,1.504537,0.000480
122,1.016667,-58.997364,-71.739037,-68.175270,2.207022,0.473969,1.504548,0.000464
123,1.025000,-59.000206,-71.734985,-68.172943,2.207024,0.473979,1.504561,0.000479
124,1.033333,-58.990253,-71.736687,-68.181236,2.207029,0.474000,1.504554,0.000473
125,1.041667,-59.016640,-71.734680,-68.192612,2.207034,0.473999,1.504564,0.000485
126,1.050000,-59.005398,-71.743492,-68.179764,2.207014,0.473986,1.504562,0.000478
127,1.058333,-58.978512,-71.733894,-68.155701,2.207007,0.474000,1.504564,0.000482
128,1.066667,-58.966438,-71.743431,-68.144096,2.207024,0.474003,1.504550,0.000478
129,1.075000,-58.998608,-71.732666,-68.149200,2.207035,0.474014,1.504566,0.000480
130,1.083333,-58.983917,-71.741333,-68.158875,2.207026,0.474019,1.504533,0.000477
131,1.091667,-58.991814,-71.723869,-68.160660,2.207027,0.474020,1.504555,0.000481
132,1.100000,-58.985023,-71.748779,-68.153786,2.207019,0.474003,1.504557,0.000473
133,1.108333,-59.023052,-71.736694,-68.207924,2.207027,0.474000,1.504569,0.000475
134,1.116667,-58.980972,-71.740944,-68.141739,2.207028,0.473998,1.504571,0.000486
135,1.125000,-58.978123,-71.738197,-68.154114,2.207040,0.474005,1.504564,0.000478
136,1.133333,-59.008183,-71.735046,-68.199341,2.207031,0.473993,1.504560,0.000482
137,1.141667,-58.971657,-71.742836,-68.138245,2.207031,0.474017,1.504568,0.000477
138,1.150000,-58.996189,-71.745041,-68.160736,2.207030,0.474023,1.504558,0.000481
139,1.158333,-59.008663,-71.735535,-68.178528,2.207011,0.474014,1.504575,0.000477
140,1.166667,-59.014687,-71.729668,-68.189911,2.207027,0.474031,1.504554,0.000487
141,1.175000,-59.034351,-71.735863,-68.200874,2.207029,0.474026,1.504564,0.000483
142,1.183333,-59.024967,-71.730881,-68.209404,2.207017,0.474027,1.504554,0.000489
143,1.191667,-59.009285,-71.743179,-68.185272,2.207011,0.474022,1.504567,0.000477
144,1.200000,-59.003094,-71.747169,-68.192627,2.207021,0.474028,1.504551,0.000470
145,1.208333,-59.019524,-71.735672,-68.201096,2.207024,0.474032,1.504550,0.000486
146,1.216667,-59.023956,-71.737877,-68.200447,2.207019,0.474027,1.504562,0.000476
147,1.225000,-59.025757,-71.728836,-68.184868,2.207021,0.474018,1.504562,0.000462
148,1.233333,-59.039608,-71.724564,-68.239815,2.207034,0.474034,1.504549,0.000477
149,1.241667,-58.987106,-71.737572,-68.179428,2.207027,0.474016,1.504548,0.000481
150,1.250000,-59.026085,-71.737328,-68.197960,2.207032,0.474031,1.504551,0.000478
151,1.258333,-59.043381,-71.719025,-68.217918,2.207019,0.474008,1.504561,0.000476
152,1.266667,-58.998238,-71.733971,-68.175217,2.207019,0.474014,1.504560,0.000476
153,1.275000,-58.960312,-71.746742,-68.136261,2.207012,0.474022,1.504558,0.000480
154,1.283333,-59.030991,-71.733971,-68.227356,2.207005,0.474029,1.504568,0.000480
155,1.291667,-59.056461,-71.722946,-68.252937,2.207014,0.474040,1.504551,0.000490
156,1.300000,-59.023949,-71.746452,-68.196823,2.207003,0.474025,1.504543,0.000480
157,1.308333,-59.040047,-71.718033,-68.204689,2.207005,0.474017,1.504558,0.000484
158,1.316667,-59.017834,-71.738869,-68.197052,2.206997,0.474029,1.504562,0.000483
159,1.325000,-59.027122,-71.741333,-68.233788,2.207027,0.474042,1.504547,0.000491
160,1.333333,-59.002117,-71.727966,-68.170723,2.207015,0.474028,1.504555,0.000470
161,1.341667,-59.015839,-71.722618,-68.181160,2.207021,0.474033,1.504558,0.000481
162,1.350000,-59.006859,-71.735146,-68.198227,2.207024,0.474003,1.504553,0.000474
163,1.358333,-59.007618,-71.727272,-68.191185,2.207015,0.474002,1.504564,0.000480
164,1.366667,-58.982189,-71.717445,-68.174629,2.207026,0.474007,1.504556,0.000480
165,1.375000,-58.970734,-71.736542,-68.157104,2.207023,0.474012,1.504568,0.000484
166,1.383333,-59.010494,-71.726997,-68.196205,2.207020,0.474021,1.504562,0.000481
167,1.391667,-59.003906,-71.732353,-68.193031,2.207011,0.474021,1.504560,0.000487
168,1.400000,-58.959831,-71.737793,-68.143593,2.207023,0.474030,1.504559,0.000487
169,1.408333,-58.994064,-71.716942,-68.169975,2.207016,0.474020,1.504554,0.000484
170,1.416667,-58.995430,-71.735039,-68.187859,2.207016,0.474038,1.504553,0.000491
171,1.425000,-59.034889,-71.734474,-68.209694,2.207013,0.474018,1.504549,0.000482
172,1.433333,-59.006668,-71.735481,-68.187523,2.207019,0.474024,1.504567,0.000481
173,1.441667,-59.001690,-71.734650,-68.156860,2.207016,0.473997,1.504573,0.000472
174,1.450000,-58.977310,-71.741783,-68.164413,2.207013,0.474005,1.504576,0.000486
175,1.458333,-59.004654,-71.724449,-68.209656,2.207028,0.474020,1.504546,0.000493
176,1.466667,-59.006599,-71.711342,-68.185059,2.207028,0.474000,1.504554,0.000476
177,1.475000,-58.962585,-71.737228,-68.127304,2.207028,0.474001,1.504544,0.000476
178,1.483333,-59.022671,-71.736870,-68.204292,2.207013,0.473997,1.504550,0.000475
179,1.491667,-59.011318,-71.736839,-68.185478,2.207024,0.474008,1.504564,0.000481
180,1.500000,-59.004372,-71.729263,-68.185555,2.207017,0.474003,1.504554,0.000484
181,1.508333,-58.976246,-71.744530,-68.167511,2.207031,0.474008,1.504564,0.000476
182,1.516667,-59.026836,-71.749451,-68.203133,2.207031,0.474028,1.504534,0.000481
183,1.525000,-59.026203,-71.733772,-68.214600,2.207031,0.474013,1.504549,0.000476
184,1.533333,-58.984081,-71.723854,-68.165359,2.207017,0.473998,1.504536,0.000483
185,1.541667,-58.986691,-71.722061,-68.168419,2.207027,0.474020,1.504538,0.000488
186,1.550000,-58.996094,-71.751610,-68.172005,2.207020,0.474015,1.504557,0.000489
187,1.558333,-59.018230,-71.730911,-68.187248,2.207025,0.474000,1.504548,0.000472
188,1.566667,-59.018478,-71.711990,-68.187645,2.207023,0.473993,1.504559,0.000477
189,1.575000,-58.991150,-71.738548,-68.171997,2.207027,0.474004,1.504545,0.000479
190,1.583333,-58.953152,-71.754700,-68.134735,2.207035,0.474000,1.504538,0.000484
191,1.591667,-58.998928,-71.737328,-68.174065,2.207030,0.473998,1.504542,0.000468
192,1.600000,-58.985752,-71.727158,-68.178932,2.207044,0.474009,1.504532,0.000473
193,1.608333,-59.019386,-71.721909,-68.215141,2.207038,0.473998,1.504533,0.000492
194,1.616667,-58.998886,-71.734779,-68.201065,2.207049,0.474010,1.504556,0.000488
195,1.625000,-59.027534,-71.723320,-68.210716,2.207035,0.474006,1.504532,0.000480
196,1.633333,-58.978542,-71.730156,-68.168823,2.207035,0.474000,1.504553,0.000488
197,1.641667,-59.001331,-71.724510,-68.180824,2.207034,0.474013,1.504538,0.000495
198,1.650000,-59.009544,-71.725380,-68.194366,2.207038,0.474014,1.504532,0.000488
199,1.658333,-59.000240,-71.738335,-68.177917,2.207034,0.474015,1.504539,0.000486
200,1.666667,-59.028381,-71.711433,-68.197708,2.207045,0.474013,1.504525,0.000482
201,1.675000,-58.991798,-71.729675,-68.180870,2.207030,0.473995,1.504556,0.000478
202,1.683333,-59.004173,-71.738632,-68.207512,2.207032,0.473973,1.504554,0.000477
203,1.691667,-59.005684,-71.736069,-68.184685,2.207048,0.473990,1.504545,0.000476
204,1.700000,-59.009026,-71.723770,-68.188126,2.207052,0.473985,1.504544,0.000477
205,1.708333,-58.992344,-71.714027,-68.173912,2.207040,0.473996,1.504543,0.000480
206,1.716667,-58.959415,-71.742317,-68.144920,2.207030,0.473998,1.504550,0.000476
207,1.725000,-58.982304,-71.742821,-68.159843,2.207036,0.474001,1.504554,0.000493
208,1.733333,-59.027569,-71.716690,-68.200539,2.207037,0.473996,1.504557,0.000471
209,1.741667,-59.023102,-71.733185,-68.207794,2.207047,0.474002,1.504549,0.000490
210,1.750000,-59.020657,-71.730835,-68.192451,2.207035,0.474002,1.504556,0.000484
211,1.758333,-59.000130,-71.745377,-68.189774,2.207028,0.473996,1.504552,0.000478
212,1.766667,-58.993095,-71.736794,-68.171364,2.207036,0.474002,1.504556,0.000483
213,1.775000,-58.959873,-71.739296,-68.153763,2.207035,0.474004,1.504535,0.000479
214,1.783333,-59.042347,-71.740662,-68.230667,2.207036,0.473999,1.504539,0.000488
215,1.791667,-59.009407,-71.736580,-68.174393,2.207041,0.473990,1.504535,0.000468
216,1.800000,-59.055653,-71.722916,-68.246239,2.207035,0.473994,1.504540,0.000483
217,1.808333,-59.030869,-71.724480,-68.207573,2.207031,0.473976,1.504552,0.000467
218,1.816667,-58.994125,-71.725761,-68.177124,2.207040,0.473990,1.504546,0.000487
219,1.825000,-58.990959,-71.722191,-68.163200,2.207045,0.474002,1.504552,0.000493
220,1.833333,-59.004768,-71.725677,-68.189667,2.207034,0.473991,1.504539,0.000484
221,1.841667,-59.012260,-71.723793,-68.169479,2.207030,0.473995,1.504549,0.000483
222,1.850000,-58.997303,-71.736313,-68.169159,2.207040,0.474014,1.504541,0.000480
223,1.858333,-59.017616,-71.732780,-68.197548,2.207024,0.473991,1.504548,0.000475
224,1.866667,-59.006878,-71.732521,-68.178375,2.207036,0.474002,1.504546,0.000481
225,1.875000,-58.983833,-71.735863,-68.175522,2.207015,0.474000,1.504542,0.000473
226,1.883333,-59.014603,-71.733513,-68.205719,2.207034,0.474006,1.504547,0.000471
227,1.891667,-59.022308,-71.738647,-68.206360,2.207011,0.473999,1.504546,0.000482
228,1.900000,-59.011051,-71.737419,-68.188431,2.207024,0.474002,1.504539,0.000483
229,1.908333,-59.013027,-71.726273,-68.196075,2.207019,0.473985,1.504542,0.000476
230,1.916667,-58.960892,-71.730675,-68.130226,2.207025,0.473978,1.504552,0.000467
231,1.925000,-58.981705,-71.753197,-68.172523,2.207033,0.473996,1.504544,0.000482
232,1.933333,-58.970425,-71.731873,-68.161491,2.207031,0.473996,1.504548,0.000485
233,1.941667,-58.995533,-71.731064,-68.188911,2.207013,0.473986,1.504551,0.000476
234,1.950000,-59.012329,-71.731750,-68.202545,2.207029,0.474014,1.504550,0.000483
235,1.958333,-59.007652,-71.739845,-68.181938,2.207032,0.474008,1.504547,0.000482
236,1.966667,-59.009373,-71.726067,-68.180367,2.207016,0.473998,1.504560,0.000484
237,1.975000,-59.004974,-71.733810,-68.187027,2.207018,0.474011,1.504569,0.000484
238,1.983333,-58.976589,-71.740402,-68.163841,2.207033,0.474024,1.504554,0.000478
239,1.991667,-58.994133,-71.735283,-68.158325,2.207019,0.474000,1.504570,0.000474
240,2.000000,-58.998798,-71.732124,-68.179779,2.207016,0.474007,1.504544,0.000480
241,2.008333,-58.994389,-71.751945,-68.181084,2.207024,0.474008,1.504543,0.000471
242,2.016667,-58.992195,-71.740227,-68.180687,2.207035,0.474018,1.504551,0.000480
243,2.025000,-59.015034,-71.730583,-68.182228,2.207020,0.474005,1.504536,0.000486
244,2.033333,-59.011765,-71.728447,-68.184357,2.207014,0.473996,1.504565,0.000468
245,2.041667,-58.997467,-71.732796,-68.175705,2.207029,0.474018,1.504553,0.000481
246,2.050000,-58.989925,-71.735870,-68.177490,2.207015,0.474007,1.504561,0.000476
247,2.058333,-59.026550,-71.737534,-68.195320,2.207028,0.474029,1.504550,0.000487
248,2.066667,-58.996510,-71.729645,-68.175072,2.207027,0.474033,1.504549,0.000476
249,2.075000,-59.034672,-71.739708,-68.201767,2.207024,0.474013,1.504562,0.000471
250,2.083333,-58.987114,-71.741722,-68.153175,2.207003,0.474014,1.504550,0.000471
251,2.091667,-59.053673,-71.729645,-68.239670,2.207013,0.474015,1.504553,0.000480
252,2.100000,-58.960678,-71.741943,-68.132935,2.207022,0.474021,1.504561,0.000479
253,2.108333,-59.006374,-71.735802,-68.186707,2.207009,0.474012,1.504558,0.000481
254,2.116667,-59.011421,-71.736465,-68.177864,2.207014,0.474003,1.504567,0.000476
255,2.125000,-59.001366,-71.740654,-68.170784,2.207011,0.474005,1.504569,0.000484
256,2.133333,-58.980412,-71.739807,-68.161316,2.207026,0.474030,1.504561,0.000487
257,2.141667,-59.017960,-71.733704,-68.184410,2.207026,0.474021,1.504573,0.000481
258,2.150000,-58.990650,-71.738014,-68.165276,2.207020,0.474016,1.504572,0.000478
259,2.158333,-58.984409,-71.738525,-68.134491,2.207015,0.474008,1.504567,0.000472
260,2.166667,-59.002701,-71.762375,-68.196480,2.207034,0.474027,1.504548,0.000473
261,2.175000,-58.986115,-71.723061,-68.157089,2.207028,0.474016,1.504564,0.000482
262,2.183333,-59.012131,-71.737282,-68.188515,2.207016,0.474006,1.504564,0.000483
263,2.191667,-59.009426,-71.746269,-68.189430,2.207029,0.474026,1.504557,0.000483
264,2.200000,-59.011974,-71.736115,-68.188347,2.207024,0.474022,1.504570,0.000485
265,2.208333,-58.971546,-71.733246,-68.140396,2.207027,0.474026,1.504561,0.000485
266,2.216667,-58.937210,-71.751945,-68.110237,2.207021,0.474007,1.504568,0.000476
267,2.225000,-59.016899,-71.755974,-68.192291,2.207029,0.474022,1.504564,0.000480
268,2.233333,-58.969971,-71.733261,-68.160652,2.207029,0.474029,1.504543,0.000483
269,2.241667,-58.992809,-71.747673,-68.185371,2.207020,0.474003,1.504553,0.000482
270,2.250000,-58.987125,-71.736923,-68.156052,2.207029,0.474012,1.504563,0.000476
271,2.258333,-58.953842,-71.740723,-68.145302,2.207028,0.474022,1.504557,0.000485
272,2.266667,-58.989204,-71.743637,-68.182343,2.207022,0.474013,1.504575,0.000486
273,2.275000,-59.008286,-71.734070,-68.198036,2.207042,0.474028,1.504555,0.000491
274,2.283333,-58.997250,-71.750557,-68.190018,2.207036,0.474021,1.504568,0.000483
275,2.291667,-58.980392,-71.745903,-68.148293,2.207019,0.473996,1.504572,0.000471
276,2.300000,-58.998177,-71.726028,-68.165329,2.207028,0.474001,1.504551,0.000476
277,2.308333,-59.002995,-71.731293,-68.178383,2.207031,0.474010,1.504560,0.000486
278,2.316667,-58.961246,-71.727051,-68.165962,2.207047,0.474027,1.504562,0.000494
279,2.325000,-59.014107,-71.727013,-68.186958,2.207023,0.474002,1.504563,0.000480
280,2.333333,-58.972675,-71.747414,-68.145012,2.207015,0.474008,1.504558,0.000477
281,2.341667,-58.986347,-71.722916,-68.171936,2.207028,0.474014,1.504555,0.000481
282,2.350000,-58.974819,-71.738014,-68.161545,2.207026,0.474009,1.504572,0.000479
283,2.358333,-58.998806,-71.736374,-68.165527,2.207040,0.474006,1.504574,0.000477
284,2.366667,-58.998943,-71.737694,-68.182938,2.207027,0.474012,1.504546,0.000480
285,2.375000,-58.998470,-71.722870,-68.170807,2.207035,0.474004,1.504557,0.000488
286,2.383333,-58.979355,-71.730164,-68.178932,2.207041,0.474009,1.504560,0.000482
287,2.391667,-59.013374,-71.727539,-68.188515,2.207027,0.473986,1.504574,0.000472
288,2.400000,-58.988781,-71.737190,-68.159111,2.207036,0.473991,1.504563,0.000469
289,2.408333,-58.987366,-71.730400,-68.168861,2.207032,0.473982,1.504543,0.000478
290,2.416667,-58.988914,-71.727165,-68.159691,2.207029,0.473997,1.504544,0.000491
291,2.425000,-58.980759,-71.734596,-68.161911,2.207031,0.474001,1.504555,0.000480
292,2.433333,-59.006081,-71.723656,-68.215004,2.207042,0.474016,1.504545,0.000482
293,2.441667,-58.986443,-71.719330,-68.163567,2.207025,0.473994,1.504555,0.000477
294,2.450000,-58.963604,-71.734245,-68.138878,2.207040,0.474005,1.504550,0.000472
