time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
15:35:20.725,-0.0276539325714,-0.0276539325714,0.0275700092316,0.0275700092316,0.00133158056997,-0.00239684502594,0.00292947725393,-0.00594360055402,-0.0745899006724,1.65669929981,0.134121105075,0.028740234673,-10.3177442551
