time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
15:24:59.179,0.125746011734,0.125746011734,0.0536479949951,0.0551819801331,-0.000798948341981,-0.00133158056997,0.0,-0.0185993351042,-0.0627013966441,2.76308298111,0.239501968026,0.134121105075,-10.2506837845
