time,headpitchact,headpitchsens,headyawact,headyawsens,gyrox,gyroy,gyroz,anglex,angley,anglez,accelx,accely,accelz
30:24.5,0.03063798,0.03063798,0.053647995,0.05211401,0.000532632,-0.000266316,-0.001331581,-0.000383202,-0.161451519,2.148148298,-0.73766607,-0.028740235,-10.20278358
